Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_264.jpg,-2.016903,1,0,4.12416,109.0632,94.44203,1.477166,35.81101,0.002605943
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_305.jpg,-3.58164,1,0,4.148597,109.1977,94.53854,1.463053,35.65839,0.00347722
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_346.jpg,-1.69772,1,0,4.17367,109.3334,94.63528,1.452946,35.44547,0.003613905
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_389.jpg,0,1,0,4.19795,109.47,94.73264,1.450898,35.29963,0.003042758
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_429.jpg,0,1,0,4.222281,109.6074,94.83073,1.456286,35.23687,0.002058366
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_470.jpg,0,1,0,4.246578,109.7457,94.92944,1.467707,35.217,0.001558808
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_511.jpg,0,1,0,4.270799,109.8847,95.02863,1.472187,35.21684,0.002006336
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_552.jpg,0,1,0,4.296013,110.0245,95.12831,1.472329,35.22142,0.001437589
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_593.jpg,0,1,0,4.3198,110.1651,95.22861,1.474878,35.23373,0.001800938
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_633.jpg,0,1,0,4.344216,110.3065,95.32947,1.47597,35.24778,0.001801793
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_676.jpg,0,1,0,4.368922,110.4487,95.43093,1.480074,35.26226,0.001312207
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_716.jpg,0,1,0,4.393233,110.5917,95.53296,1.48171,35.27888,0.001429268
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_758.jpg,-1.199784,1,0,4.416818,110.7354,95.63559,1.485132,35.29141,0.001847813
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_801.jpg,-3.151027,1,0,4.441614,110.9528,95.78985,1.479736,35.16191,0.00291677
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_843.jpg,-2.780635,1,0,4.477001,111.0992,95.89257,1.474094,34.94146,0.003710287
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_886.jpg,-1.022576,1,0,4.501321,111.2467,95.99562,1.471553,34.74415,0.003132942
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_926.jpg,0,1,0,4.524788,111.3949,96.09929,1.475281,34.63998,0.002313479
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_968.jpg,0,1,0,4.548335,111.5441,96.20351,1.484753,34.59911,0.001815679
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_08_011.jpg,0,1,0,4.57191,111.6942,96.30826,1.498469,34.59016,0.001517461
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_08_053.jpg,0,1,0,4.596581,111.8448,96.41335,1.49553,34.5954,0.001979561
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_08_095.jpg,0,1,0,4.620251,111.9963,96.51892,1.48944,34.60865,0.001352834
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_08_137.jpg,0,1,0,4.643666,112.1485,96.62508,1.48862,34.62681,0.001334365
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_08_180.jpg,0,1,0,4.667032,112.3784,96.78547,1.496244,34.65775,0.001364956
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_08_222.jpg,0,1,0,4.702001,112.5327,96.89316,1.50632,34.67941,0.001395282
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_08_264.jpg,-1.910151,1,0,4.726265,112.6877,97.00111,1.50028,34.66224,0.002262102
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_08_305.jpg,-3.713754,1,0,4.749608,112.8437,97.10907,1.490914,34.54357,0.002641616
